address,subdistrict_code,rent,deposit,Let type,Furnish Type,Coucil Tax,PROPERTY TYPE,BEDROOMS,BATHROOMS,SIZE,avg_distance_to_nearest_station,nearest_station_count,faiss_id
"Hamilton Road, London, W5",,2500,2885,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,Ask agent,0.3,3,721
"Cavendish Buildings, London, W1K",W1K,2817,3250,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,722
"Church Road, Richmond, TW10",TW10,2300,2654,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.7,3,723
"Tufnell Park Road, London, N7",,1450,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,1.0,Ask agent,0.4,3,724
"Crocus Field, Barnet, EN5",EN5,625,625,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.9,3,725
"Compton Road, London, N21",N21,1500,1500,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.7,3,726
"Olympic Way, Wembley, Middlesex, HA9",HA9,1845,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,529 sq ft,0.6,3,727
"Admiralty Building, Kingston Upon Thames, KT2",KT2,4000,4615,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,Ask agent,0.5,3,728
"Clarendon Court, London, NW2",NW2,3800,2631,Long term,Furnished,Ask agent,Flat,5.0,2.0,Ask agent,0.6,3,729
"Calthorpe Street, London, WC1X",WC1X,2000,2000,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.5,3,730
"Bedwell Road, London, N17",N17,2300,2654,Long term,Furnished,Ask agent,Flat,3.0,1.0,Ask agent,0.7,3,731
"Chelsea Wharf, Lots Road, SW10",SW10,6500,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.6,3,732
"City Road, London, EC1V",EC1V,2200,1015,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.6,3,733
"Lincoln Square, 18 Portugal Street, London, WC2A",WC2A,6500,9000,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3,734
"Sutton Square , Heston, Middlesex, TW5",TW5,2200,2538,Long term,Ask agent,Ask agent,Semi-Detached,3.0,2.0,"1,075 sq ft",0.7,3,735
"Earls Court Road, LONDON",,3748,0,Long term,Furnished,Ask agent,Apartment,3.0,,Ask agent,0.4,3,736
"Kingwood Road, Fulham",,2100,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.7,3,737
"Devonshire Close, London, W1G 7BD, UK",,5000,0,Long term,Furnished,Ask agent,Apartment,2.0,1.0,605 sq ft,0.2,3,738
"Chamberlayne Avenue, Wembley, HA9 8SR",,1950,2250,Long term,Ask agent,Ask agent,Flat,2.0,2.0,Ask agent,0.5,3,739
"City Road, London, EC1V",EC1V,3900,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,76 sq ft,0.5,3,740
"Aquarelle House, City Road, Islington, London, EC1V",EC1V,2375,0,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.6,3,741
"Ferrum, Wembley Park, HA9",HA9,1984,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,742
Palace Wharf W6,,4312,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,712 sq ft,0.7,3,743
Palace Wharf W6,,6153,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,850 sq ft,0.7,3,744
Palace Wharf W6,,8428,0,Long term,Furnished,Ask agent,Apartment,3.0,3.0,"1,214 sq ft",0.7,3,745
"Luke Street, London, EC2A",EC2A,2200,2769,Long term,Unfurnished,Ask agent,Apartment,1.0,,527 sq ft,0.3,3,746
"Bridle Road, Pinner",,3200,3693,Long term,Unfurnished,Ask agent,Detached,4.0,2.0,Ask agent,0.8,3,747
"Beechwood Avenue, Uxbridge",,2100,2423,,Furnished,Ask agent,House,4.0,1.0,Ask agent,1.7,3,748
"Gunter Grove, Chelsea SW10",,2058,0,Long term,Part furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.5,3,749
"Longfield Road Ealing W5, EPC C",,2100,2423,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.5,3,750
"Eccleston Road, London, W13",W13,880,0,Long term,Furnished,Ask agent,House Share,1.0,,Ask agent,0.4,3,751
"Shaftesbury Road, Richmond, TW9",TW9,1950,2250,Long term,Furnished,Ask agent,House,1.0,1.0,Ask agent,0.6,3,752
"Merchant Square East, London, W2",,3120,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.2,3,753
"Station Road, Twickenham",,1150,0,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.5,3,754
"Amberley Road, London, W9",,1785,1785,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,755
"High Street, Hampton Wick",,2875,3317,Long term,Furnished,Ask agent,Flat,3.0,2.0,Ask agent,0.6,3,756
"Cornwallis House, London, W12",W12,3200,3692,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,757
"Dalling Road, LONDON",,1733,0,Long term,Unfurnished,Ask agent,Apartment,1.0,,Ask agent,0.3,3,758
"Richmond Way, London, W12 8LQ, UK",,3730,0,,Furnished,Ask agent,Apartment,1.0,1.0,452 sq ft,0.3,3,759
Beaufort Close Putney Heath SW15,,6250,7212,Short term,Furnished,Ask agent,House,4.0,2.0,Ask agent,1.2,3,760
"Elton Park, Watford, WD17",WD17,1295,831,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.7,3,761
"Queens Road, Watford, WD17",WD17,2400,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.6,3,762
"Kings Cross Working Construction Training Centre, London, N1C",N1C,3350,3865,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,763
"Adrienne Avenue, Southall, UB1",UB1,725,0,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,1.4,3,764
"Cottenham House, London, N19",N19,725,837,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,0.4,3,765
"Mornington Crescent, London, NW1",NW1,1750,2000,Short term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,766
"City Road, London, EC1V",EC1V,2747,3170,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,590 sq ft,0.5,3,767
"Hunters Gate, Hunters Lane, Watford, WD25",WD25,1200,1384,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,1.3,3,768
"Newstead, Hatfield, AL10",AL10,1600,1846,Long term,Part furnished,Ask agent,Semi-Detached,4.0,1.0,Ask agent,1.7,3,769
"Research House, Fraser Road, Perivale, UB6",UB6,1096,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,1.0,Ask agent,0.6,3,770
"Wilshire House, Prospect Way",,5500,7615,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,2.0,874 sq ft,0.4,3,771
Lyly House,,2643,0,,Furnished,Ask agent,Flat,3.0,1.0,Ask agent,0.5,3,772
"Cadogan Place, London",,4767,6600,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,773
"Carmichael Close, Ruislip",,1600,1846,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,732 sq ft,0.5,3,774
"Cleveland Street, London, W1T",W1T,2817,3250,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3,775
"Alma Sqaure, London, London, NW8",NW8,2492,2875,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,776
"161 Fulham Road, London, SW3",SW3,3900,4500,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,777
"Elgin Avenue, London, W9 2NS, UK",,3410,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,800 sq ft,0.5,3,778
"Tierney Lane, London, W6",,3033,3500,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,779
"Old Brompton Road, South Kensington",,2999,0,Long term,Ask agent,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,780
"Stratford Villas, Camden NW1",,1582,1825,Long term,Ask agent,Ask agent,Flat,,1.0,Ask agent,0.4,3,781
"Royal Crescent, London, W11",W11,4333,5000,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3,782
"New Union Square, London, SW11",SW11,5200,7200,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,783
"Charles Gardiner Court, Haberdasher Street, Hackney, London, N1",,3000,3461,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3,784
"New Acres, Wandsworth, SW18",SW18,2771,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,2.0,Ask agent,0.7,3,785
"Carnwath Road, London, SW6",SW6,2200,2538,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.6,3,786
"Collier House, 
163-169 Brompton Road, SW3",SW3,6500,9000,Long term,Furnished,Ask agent,Flat,2.0,2.0,"1,018 sq ft",0.5,3,787
"Greville Place, St Johns Wood",,3150,3634,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,912 sq ft,0.4,3,788
"Kingwood Road, Fulham",,1950,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.7,3,789
"One Thames City, 6 Carnation Wy., Nine Elms, London, SW8",SW8,5200,7200,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3,790
"Denver Building, 6 Malthouse Road, London",,3250,3750,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,791
"The Green Quarter, London, UB1",UB1,1550,2325,Long term,Ask agent,Ask agent,Apartment,,1.0,Ask agent,10.8,3,792
"Cromwell Mansions, Hammersmith",,3000,3461,Long term,Unfurnished,Ask agent,Flat,3.0,2.0,Ask agent,0.3,3,793
"Sheen Lane, East Sheen, London, SW14",SW14,1599,0,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.6,3,794
Jessel House,,1668,1850,,Furnished,Ask agent,Flat,,1.0,257 sq ft,0.2,3,795
"Grove Park Road, Chiswick",,2197,0,Long term,Ask agent,Ask agent,Flat,2.0,1.0,Ask agent,0.5,3,796
"The Broadway, Farnham Common",,1195,1378,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,Ask agent,3.1,3,797
"Linden Lea, Leavesden, WD25",WD25,1100,1100,Long term,Unfurnished,Ask agent,Studio,,1.0,Ask agent,1.3,3,798
"Compass House, SW6",SW6,3500,4038,,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.5,3,799
"Artesian House, Memorial Ave, SL1",SL1,1450,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,1.5,3,800
"Howson Terrace, Richmond, TW10",TW10,1400,1615,Long term,Part furnished,Ask agent,Flat,,1.0,Ask agent,0.8,3,801
"Sutherland Avenue, Maida Vale W9",,1625,0,Long term,Ask agent,Ask agent,Flat,,1.0,301 sq ft,0.3,3,802
"Silverworks Close, London",,2150,0,Long term,Part furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.7,3,803
"Blenheim Crescent, Blenheim Crescent",,2817,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3,804
"Epirus Road, London",,4996,0,Long term,Furnished,Ask agent,Flat,3.0,3.0,Ask agent,0.4,3,805
"Ranelagh Road, Wembley, HA0",HA0,2300,0,Long term,Unfurnished,Ask agent,Apartment,3.0,1.0,Ask agent,0.5,3,806
"The Corniche, 23 Albert Embankment, London",,4602,6372,Long term,Ask agent,Ask agent,Apartment,2.0,2.0,907 sq ft,0.5,3,807
"Eden Grove , Holloway N7",,1885,2175,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.2,3,808
"Haberdasher Street, Hoxton, N1",,2000,2307,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,398 sq ft,0.4,3,809
"Kenton Avenue, Sunbury on Thames",,2300,0,Long term,Unfurnished,Ask agent,House,3.0,2.0,Ask agent,1.0,3,810
"Grosvenor Road, London, SW1V",SW1V,2496,2884,Short term,Part furnished,Ask agent,Flat,,1.0,Ask agent,0.4,3,811
"Flat , Kilmuir House, Ebury Street, London, SW1W",SW1W,4330,500,Short term,Furnished,Ask agent,Flat,2.0,1.0,710 sq ft,0.4,3,812
"Redburn Street, Chelsea, SW3",SW3,5417,7500,Long term,Part furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.7,3,813
"Fairholme Road, Harrow, Middlesex, HA1",HA1,2600,0,Long term,Furnished,Ask agent,Detached,3.0,,Ask agent,0.5,3,814
"Onslow Gardens, South Kensington SW7",,4225,6300,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,685 sq ft,0.4,3,815
"Lisgar Terrace, London",,2249,0,Long term,Ask agent,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,816
"Kensington Court, 
Kensington, W8",,5633,6500,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,936 sq ft,0.5,3,817
"Kensington Court, 
Kensington, W8",,8667,8000,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,936 sq ft,0.5,3,818
"Egerton Court, 
Old Brompton Road, SW7",SW7,3000,3462,Long term,Part furnished,Ask agent,Flat,2.0,1.0,604 sq ft,0.4,3,819
"Edith Grove, 
Chelsea, SW10",SW10,3748,4325,Long term,Furnished,Ask agent,Flat,3.0,2.0,880 sq ft,0.6,3,820
"Princes Road, Richmond, TW10",TW10,5500,7615,Long term,Ask agent,Ask agent,Terraced,2.0,2.0,"1,019 sq ft",0.7,3,821
"St Thomas Road, Finsbury Park, N4",,1750,0,Long term,Ask agent,Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3,822
"Melliss Avenue, London, TW9",TW9,3050,0,,Furnished,Ask agent,Apartment,2.0,2.0,990 sq ft,0.5,3,823
"Butler Road, Harrow, HA1 4DR",,2600,3000,Long term,Part furnished,Ask agent,Maisonette,3.0,1.0,Ask agent,0.5,3,824
"Wimbledon Park Court, London, Greater London, SW19",SW19,2000,2307,Long term,Part furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.6,3,825
"Greyhound Hill, Hendon, London, NW4",NW4,1600,1846,,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.8,3,826
"Hercules Place, Islington, N7",,1595,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,366 sq ft,0.6,3,827
"Arcadian Gardens, London, N22",N22,1950,2250,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.7,3,828
"Portman Square, London, W1H",W1H,6500,750,Long term,Furnished,Ask agent,End of Terrace,2.0,1.0,Ask agent,0.4,3,829
"Clarendon Court, 
33 Maida Vale, W9",,3250,3750,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,830
"Harrow Road, 
Kensal Town, W10",W10,1350,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,1.0,Ask agent,0.6,3,831
"Tavistock Place, Tamar House",,2999,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3,832
"Clonmell Road, London, N17 6JU,",,950,1095,Long term,Ask agent,Ask agent,Studio,,1.0,Ask agent,0.7,3,833
Villiers Street WC2N,,1842,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,258 sq ft,0.2,3,834
"Warwick Court, London, WC1R",WC1R,4500,5190,Long term,Unfurnished,Ask agent,Apartment,2.0,,Ask agent,0.3,3,835
"One Blackfriars, 1-16 Blackfriars Road, London",,3250,3750,Long term,Furnished,Ask agent,Apartment,1.0,1.0,619 sq ft,0.3,3,836
"4B Merchant Square, London",,7778,7778,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,3.0,2.0,"1,145 sq ft",0.2,3,837
"Chesterfield Gardens, London",,2900,2900,,"Furnished or unfurnished, landlord is flexible",Ask agent,Terraced,4.0,1.0,Ask agent,0.4,3,838
"Wellspring Crescent, Wembley",,1950,2250,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.7,3,839
"Aquarelle House, 259 City Road, EC1V",EC1V,2375,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.6,3,840
"Cato Street, Marylebone W1H",,1998,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.2,3,841
Pentonville Road,,2752,0,,Furnished,Ask agent,Studio,,1.0,119 sq ft,0.2,3,842
"Quarrion House, 14 Thonrey Close, Colindale Gardens, Colindale",,2210,2550,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.8,3,843
"Dukes Wood Drive, Gerrards Cross",,4990,5757,Long term,Unfurnished,Ask agent,Detached,5.0,3.0,Ask agent,1.7,3,844
Cartwright Gardens,,2167,0,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.2,3,845
"Mayes Road, Wood Green, N22",N22,2643,2700,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,4.0,2.0,Ask agent,0.4,3,846
"Raydean Road, New Barnet, EN5",EN5,2750,3173,Long term,Unfurnished,Ask agent,Semi-Detached,3.0,1.0,Ask agent,0.7,3,847
"Cassini Apartments, White City Living, London, W12",W12,9967,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,3.0,3.0,Ask agent,0.2,3,848
"South Hill Park Gardens, London, NW3",NW3,3600,0,Long term,Unfurnished,Ask agent,Flat,3.0,2.0,"1,173 sq ft",0.4,3,849
"Warwick Building, 366 Queenstown Road, London, SW11",SW11,2578,3250,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,850
"Ebury Apartments, Ebury Place, Pimlico SW1",,3467,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.5,3,851
"Minet Drive, Hayes",,2200,2770,Long term,Ask agent,Ask agent,Semi-Detached,3.0,1.0,Ask agent,1.5,3,852
"Hudson Apartments, Chadwell Lane, N8",,2000,2307,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,718 sq ft,0.5,3,853
"Eustace Building, 372 Queenstown Road, London, SW11",SW11,3033,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3,854
4 Merchant Square East London W2,,4537,5235,,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.2,3,855
"Frith Street, London, W1D",W1D,1582,1825,Long term,Ask agent,Ask agent,Studio,,1.0,Ask agent,0.2,3,856
"Holland Park Mews, London, W11",W11,6000,500,Short term,Furnished,Ask agent,House,1.0,2.0,"1,345 sq ft",0.4,3,857
"Hermitage Street, London, W2.",W2.,5997,8304,Long term,Furnished,Ask agent,Flat,3.0,3.0,Ask agent,0.2,3,858
"Hale Works Apartments, Daneland Walk, N17",N17,2200,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,859
"Arkwright Road, Hampstead, London, NW3",NW3,3467,4000,Long term,Part furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3,860
"L-000325, 2 Circus Road West, Battersea",,4500,6230,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3,861
"Torbay Road, Rayners Lane, Harrow",,2350,2712,Long term,Furnished,Ask agent,Terraced,3.0,2.0,Ask agent,1.0,3,862
"Hobart Court, 51 The Bourne, London",,1450,1673,Long term,Ask agent,Ask agent,Flat,1.0,1.0,441 sq ft,0.8,3,863
"Malthouse Road, Nine Elms, SW11",SW11,2349,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,864
"Fulham Road, London, SW6",SW6,1975,2278,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,743 sq ft,0.5,3,865
"Lanadron Close, Isleworth, TW7",TW7,1795,2071,Long term,Part furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.5,3,866
"Moor Lane, 5 Moor Lane, London, Greater London, EC2Y 9AP",,2600,3000,,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,867
"Park Avenue, BUSHEY",,1600,0,Long term,Unfurnished,Ask agent,Maisonette,2.0,,Ask agent,1.2,3,868
"Barrington Court, Lamble Street, NW5",NW5,3200,3173,,Furnished,Ask agent,House,4.0,1.0,Ask agent,0.4,3,869
"Oxford Road, Gerrards Cross",,1250,1442,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,Ask agent,1.3,3,870
"London, West Hampstead",,200,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.3,3,871
"Central Apartments, 455 High Road, Wembley, HA9",HA9,3250,0,Long term,Furnished,Ask agent,Penthouse,3.0,3.0,Ask agent,0.4,3,872
"Belgrave Gardens, London, NW8",NW8,17117,23700,Long term,Unfurnished,Ask agent,Terraced,4.0,3.0,Ask agent,0.4,3,873
"Camden Street, Camden, London, NW1",NW1,2300,2653,,Part furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3,874
"Zachary Court, Montaigne Close, Westminster, London, SW1P.",,2747,3170,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,875
"Redcliffe Gardens, Chelsea SW10",,3683,0,Long term,Furnished,Ask agent,Ground Flat,2.0,2.0,Ask agent,0.5,3,876
"Grosvenor Gardens, Belgravia, London, SW1W",SW1W,4984,5750,Long term,Furnished,Ask agent,Flat,2.0,2.0,850 sq ft,0.4,3,877
"Mayes Road, Wood Green",,3012,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,4.0,1.0,Ask agent,0.4,3,878
"Kensington Way, Borehamwood, Hertfordshire, WD6",WD6,1700,1961,Long term,Ask agent,Ask agent,Terraced,2.0,1.0,Ask agent,2.2,3,879
"Courtney House, Mulberry Close, Hendon, London, NW4",NW4,1750,2019,Long term,Part furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.9,3,880
"Gunter Grove, Chelsea, London, SW10 0UN",,2362,2725,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.5,3,881
"Drayton Gardens, London",,4983,0,Long term,Part furnished,Ask agent,,3.0,3.0,Ask agent,0.6,3,882
"Glassworks, Greenford, Middlesex, UB6",UB6,2972,0,Long term,Furnished,Ask agent,Apartment,3.0,2.0,941 sq ft,0.6,3,883
"Agate Close, Willesden",,1898,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.6,3,884
"High Street, Hounslow",,1250,1442,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,885
"Sussex Street, 
Pimlico, SW1V",SW1V,5000,0,Long term,Unfurnished,Ask agent,House,4.0,3.0,Ask agent,0.5,3,886
"Chalkhill Road, Wembley HA9",,1625,0,Long term,Ask agent,Ask agent,Flat,2.0,1.0,832 sq ft,0.8,3,887
"Balham Grove, 
Balham, SW12",SW12,4500,6231,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Mews,2.0,2.0,"1,360 sq ft",0.4,3,888
"Manor Gardens, Islington, N7",,1600,1846,Long term,Part furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.6,3,889
"Etherley Road, West Green",,3499,4038,,Furnished,Ask agent,Terraced,5.0,2.0,Ask agent,0.7,3,890
Garden House W2,,5980,0,Long term,Furnished,Ask agent,Apartment,3.0,3.0,928 sq ft,0.3,3,891
"Redcliffe Gardens, SW10",SW10,3683,0,Long term,Ask agent,Ask agent,Flat,2.0,2.0,Ask agent,0.5,3,892
"Winchester Road, Edmonton, N9",,1400,1615,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.8,3,893
"199 Gloucester Place, Baker Street (PP) NW1 6BU",,1525,0,,Furnished,Exempt,Apartment,1.0,1.0,Ask agent,0.3,3,894
"Monck Street, London, SW1P",SW1P,5490,0,Long term,Part furnished,Ask agent,Apartment,3.0,3.0,"1,615 sq ft",0.4,3,895
"Norton Road, Wembley",,2250,2597,Long term,Furnished,Ask agent,Detached Bungalow,2.0,1.0,Ask agent,0.5,3,896
"Battersea Park Road, Battersea, SW11",SW11,1495,1725,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.3,3,897
"UNCLE Southall, Southall, London, UB2",UB2,3115,0,Long term,Furnished,Ask agent,Apartment,3.0,2.0,Ask agent,1.2,3,898
Great Cumberland Place Marble Arch W1H,,3500,0,Long term,Furnished,Ask agent,Flat,3.0,1.0,Ask agent,0.3,3,899
"Upper Street, London, N1",,2495,0,Long term,Part furnished,Ask agent,Flat,2.0,,Ask agent,0.5,3,900
"White City Living, Cassini Apartments, Cascade Way, White City W12",,7995,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,3.0,3.0,"1,523 sq ft",0.2,3,901
"Leonard Street, London, EC2A",EC2A,2145,0,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3,902
"UNCLE Southall, Southall, London, UB2",UB2,1740,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,1.2,3,903
"Belvedere Road, London, SE1",SE1,3590,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,592 sq ft,0.3,3,904
"Holloway Road, London, N19",N19,1600,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,905
"Penywern Road, Earls Court",,1993,0,,Ask agent,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,906
"New North Road, Islington, N1",,2167,0,,Furnished,Ask agent,Flat,2.0,2.0,718 sq ft,0.5,3,907
"Cheyne Place, London, SW3",SW3,27083,37500,Long term,Unfurnished,Ask agent,Flat,3.0,3.0,Ask agent,0.7,3,908
